objectid,cross,object_location,image_small,image_thumb
01-03-701,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-701.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-701_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-701_th.jpg
01-03-702,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-702.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-702_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-702_th.jpg
01-03-703,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-703.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-703_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-703_th.jpg
01-03-704,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-704.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-704_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-704_th.jpg
01-03-705,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-705.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-705_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-705_th.jpg
01-03-709,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-709.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-709_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-709_th.jpg
01-03-710,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-710.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-710_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-710_th.jpg
01-03-711,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-711.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-711_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-711_th.jpg
01-03-712,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-712.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-712_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-712_th.jpg
01-03-713,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-713.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-713_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-713_th.jpg
01-03-715,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-715.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-715_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-715_th.jpg
01-03-721,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-721.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-721_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-721_th.jpg
01-03-722,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-722.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-722_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-722_th.jpg
01-03-724,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-724.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-724_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-724_th.jpg
01-03-725,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-725.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-725_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-725_th.jpg
01-03-726,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-726.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-726_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-726_th.jpg
01-03-729,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-729.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-729_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-729_th.jpg
01-03-730,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-730.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-730_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-730_th.jpg
01-03-731,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-731.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-731_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-731_th.jpg
01-03-734,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-734.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-734_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-734_th.jpg
01-03-736,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-736.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-736_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-736_th.jpg
01-03-737,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-737.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-737_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-737_th.jpg
01-03-738,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-738.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-738_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-738_th.jpg
01-03-740,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-740.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-740_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-740_th.jpg
01-03-742,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-742.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-742_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-742_th.jpg
01-04-016-2,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-04-016-2.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-04-016-2_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-04-016-2_th.jpg
object_list.csv,,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/object_list.csv,,
