objectid,cross,object_location,image_small,image_thumb
01-01-074,01-01-074,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-074.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-074_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-074_th.jpg
01-01-076,01-01-076,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-076.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-076_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-076_th.jpg
01-01-077,01-01-077,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-077.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-077_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-077_th.jpg
01-01-078,01-01-078,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-078.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-078_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-078_th.jpg
01-01-079,01-01-079,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-079.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-079_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-079_th.jpg
01-01-080,01-01-080,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-080.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-080_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-080_th.jpg
01-01-081,01-01-081,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-081.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-081_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-081_th.jpg
01-01-082,01-01-082,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-082.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-082_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-082_th.jpg
01-01-083,01-01-083,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-083.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-083_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-083_th.jpg
01-01-084,01-01-084,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-084.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-084_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-084_th.jpg
01-01-085,01-01-085,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-085.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-085_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-085_th.jpg
01-01-086,01-01-086,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-086.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-086_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-086_th.jpg
01-01-087,01-01-087,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-087.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-087_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-087_th.jpg
01-01-088,01-01-088,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-088.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-088_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-088_th.jpg
01-01-089,01-01-089,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-089.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-089_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-089_th.jpg
01-01-090,01-01-090,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-090.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-090_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-090_th.jpg
01-01-091,01-01-091,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-091.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-091_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-091_th.jpg
01-01-092,01-01-092,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-092.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-092_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-092_th.jpg
01-01-093,01-01-093,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-093.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-093_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-093_th.jpg
01-01-094,01-01-094,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-01-094.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-01-094_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-01-094_th.jpg
